video_id,description
2023,A group of pencils is rolled with a finger and the label seems to move from pencil to pencil.
2023,The text travels upwards as the person rolls the pencils one by one.
2023,"A person wearing pink nail polish slowly rolls their finger across a row of colored pencils arranged by color, revealing and then hiding the brand name printed on each pencil."
2023,Someone runs their finger over a series of colored pencils arranged from lightest to darkest.
2023,"A finger runs over dozens of colored pencils laid horizontally, making their logos appear sequentially."
2023,A finger is rolling across a row of colored pencils to sequentially reveal an identical inscription upon each pencil.
2023,"A person slides their finger across several pencils, rolling them as they go."
2023,A person is moving different colored pencils with their finger.
2023,A person is moving colored pencils on their side.
2023,"Someone's finger is being drawn across an organized group of colored pencils, revealing the stamp."
2023,A finger is rubbing against an assortment of colored pencils.
2023,"A person rotates the color pencils with one finger, showing the labels one by one."
2023,A woman's finger moves across colored pencils.
2023,"A set of pencils is slowly slid out, showing the name of their maker."
2023,A person rolls their finger on colored pencils in a particular way to give the illusion that the logo on the colored pencils is rolling across them.
2024,A woman in jeans starts urinating and quickly wets her pants.
2024,A person in jeans urinates while standing and wets their pants all over.
2024,"A person, dressed and being filmed, urinates in their pants."
2024,A woman wearing jeans wets herself while standing up.
2024,A person urinates in their pants while standing.
2024,A person stands and urinates in their pants.
2024,A person standing up gradually urinates on her pants.
2024,Illustrative image of a woman getting wet and her pants changing color.
2024,A woman just peed in her pants and they got wet.
2024,A woman urinates on herself while sucking in and out her stomach.
2024,A person standing on a corner urinates on their pants.
2024,A lady pees on herself while standing.
2024,"A standing woman strains and urine comes out, wetting her tight pants."
2024,Someone standing forces themselves to urinate and wets their pants.
2024,A woman with jeans on pees in her pants and they get wet down the legs.
2024,A woman stands in the corner and urinates on herself.
2024,A woman urinates while standing up and wets her pants.
2024,Liquid forms and stains the jeans of a woman wearing them.
2024,A woman urinated on her jeans inside the room.
2024,A standing woman in jeans pees on her clothes.
2025,"A telescope is filming planet Earth at night, with several lights appearing."
2025,"Footage was taken off-earth at night, with several lights flashing quickly."
2025,A beautiful view of Earth from a satellite in space.
2025,There are little sparking lights and yellow lights over a dark rotating planet.
2025,"An aerial view of the planet at night, with some shining orange light below."
2025,A satellite orbiting around the planet shows the view of Earth from outer space.
2025,"The Earth rotates and lights up in metropolitan areas, filmed from high above."
2025,A satellite view of the Earth shows fire-like scenes on the surface.
2025,"The Earth slowly rotates below the camera, with parts of the landmasses lit up."
2025,The satellite shows Earth's beauty in a circular motion.
2025,Light is shining on Earth while filmed from high above.
2025,"The Earth rotates, and several lights are seen on the surface."
2025,A satellite is filming a planet with many lights on it.
2025,"Someone is showing the outer surface of Earth, with lights and sparkles from a distance."
2025,Lights sparkle on a dark Earth from a distant space view.
2025,A satellite takes a video of Earth's cities from outer space.
2025,"A time-lapse of the Earth's surface is seen from space with lightning flashes, clouds, and lit cities visible."
2025,An object traveling above the Earth films brightly lit areas below it as it passes.
2025,A telescope is filming a continent from space at night.
2025,A view of planet Earth from space during the night.
2026,A bird picks up small parts and puts them inside a toy.
2026,A bird takes parts out of a toy and puts them on the same toy.
2026,A bird tries to fit plastic pieces into a circle.
2026,A crow is playing with a child's toy and is able to sort the blocks to fit the shapes.
2026,A bird stuffs a block into a ball that fits into the ball like a puzzle piece.
2026,A big bird is playing a lot with a colorful ball.
2026,A crow is playing with the ball and is very happy.
